ma_can,dia_chi,quan,gia_thue_vnd,dien_tich_m2,tien_ich_xung_quanh
7018a8ef-e3b1-4b26-9cef-b889c2123159,815E Tân Mai,Hoàng Mai,2400000,51,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Khu vui chơi trẻ em
7b36bf0d-c1cb-4ee9-9bc2-31404f378518,232A Quang Trung,Hà Đông,11600000,148,Trường học; Siêu thị; Trung tâm thương mại; Bể bơi
72630541-4e56-43a0-9e39-4af599fce31b,695E Đại Mỗ,Nam Từ Liêm,8700000,113,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Khu vui chơi trẻ em; Sân tennis
1a5172a9-985a-4694-8fb6-2633d9af01b1,706D Yên Nghĩa,Hà Đông,7800000,126,Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi
4d577b2d-df48-4f1e-8061-dd0aa3b9264f,894B Nguyễn Trãi,Thanh Xuân,3100000,34,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Bể bơi
35716383-4260-45fd-9979-f385832cfdfe,818B Nguyễn Văn Cừ,Long Biên,5200000,65,Phòng gym; Trung tâm thương mại; Rạp chiếu phim
3b016d05-14c9-43b1-b8b1-82e9fe990e52,800A Đông Ngạc,Bắc Từ Liêm,6800000,51,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô
2fe57890-ade2-4593-a186-3774ddf9f0f9,680B Bạch Mai,Hai Bà Trưng,3400000,53,Chợ dân sinh; Trường học; Siêu thị; Công viên
8295270a-ab36-42e4-b243-d787a7175930,42A Ngọc Lâm,Long Biên,5500000,69,Chợ dân sinh; Siêu thị; Bến xe buýt
17240112-8758-4fb4-80e2-5154cddc5afb,933E Quang Trung,Hà Đông,3000000,91,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bể bơi
33d4ccc1-9da7-427f-98be-c168f105f720,787B Đại Mỗ,Nam Từ Liêm,10300000,128,Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Rạp chiếu phim
b94178ea-9661-4f85-9446-e61ec7d23994,631A Tân Mai,Hoàng Mai,5800000,35,Chợ dân sinh; Trường học; Bãi đỗ xe ô tô; Phòng gym
d71163ee-0bde-423d-a8ba-992ed02de16e,970B Quang Trung,Hà Đông,6600000,79,Chợ dân sinh; Trường học; Bến xe buýt
0efc12e3-1e76-498f-81f5-83322d05e49c,259A Phạm Văn Đồng,Bắc Từ Liêm,9000000,60,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Bể bơi
dd675698-5579-48f2-919f-a9e7fb26929c,129D Lê Văn Lương,Thanh Xuân,9000000,58,Chợ dân sinh; Trường học; Bến xe buýt; Phòng gym; Bể bơi; Rạp chiếu phim
8b79b7d2-9348-4c02-aba6-efaae5af5643,194B Âu Cơ,Tây Hồ,6900000,72,Chợ dân sinh; Bến xe buýt; Công viên; Trung tâm thương mại
6f2aa41a-d3bb-4fcd-a821-7533c928f7a5,857C Cổ Nhuế,Bắc Từ Liêm,9400000,70,Trường học; Siêu thị; Bệnh viện; Phòng gym; Khu vui chơi trẻ em
993447e3-d3d9-4db5-9b17-8956eb017649,984A Lê Đức Thọ,Nam Từ Liêm,4800000,20,Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Rạp chiếu phim
9eeca65f-2cf7-46f4-ba85-0eee24872e53,448C Lê Văn Lương,Thanh Xuân,10900000,135,Trường học; Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Sân tennis
d1be32fd-2b3b-48bc-838f-80116931f041,812E Linh Đàm,Hoàng Mai,8700000,51,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Sân tennis
4be27add-e517-423a-bd0c-81863453305c,832E Mộ Lao,Hà Đông,7100000,20,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Khu vui chơi trẻ em
a6129c86-830b-4029-90eb-171718fc6154,641E Xuân Diệu,Tây Hồ,9100000,57,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
bbfa36f5-417b-4b9a-9386-4a6dbbc4d033,619A Tân Mai,Hoàng Mai,5500000,58,Chợ dân sinh; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym
5a2ab4c9-da6c-488e-9e57-c985e64e66b9,362C Nguyễn Văn Cừ,Long Biên,4100000,45,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô
901a3923-732b-4c96-abbc-c1eed66095bd,255E Linh Đàm,Hoàng Mai,8200000,83,Trường học; Bến xe buýt; Phòng gym; Khu vui chơi trẻ em
3ef79f3b-3091-480b-9e10-001c9fb942da,85C Kim Ngưu,Hai Bà Trưng,11600000,114,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
91599f6d-2948-4491-8107-9003350bbe60,247C Cổ Nhuế,Bắc Từ Liêm,11700000,132,Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
b0da469d-c356-4184-bf65-f1e93915d3bc,250C Văn Quán,Hà Đông,5700000,46,Siêu thị; Bến xe buýt; Công viên; Trung tâm thương mại
7b7a445c-1598-4226-b218-90fabe540394,161D Phạm Hùng,Nam Từ Liêm,1800000,30,Chợ dân sinh; Trường học; Khu vui chơi trẻ em
6b2b65bc-c01e-449f-a13f-83d5663a4770,926D Giáp Bát,Hoàng Mai,7800000,125,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi; Rạp chiếu phim
84cd9e00-db1e-48cd-920c-51f1e5939cd2,651E Dịch Vọng Hậu,Cầu Giấy,9700000,56,Bến xe buýt; Công viên; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
e14a5bfd-861f-4ee0-beb0-cee4d3f0a291,716D Kim Ngưu,Hai Bà Trưng,13800000,127,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim; Sân tennis
3af6c883-b0c0-4254-a731-ac54bd7e34fa,856C Tây Sơn,Đống Đa,8300000,63,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi
8ce7f2a6-c1ab-4c32-84d2-14abc06359cc,834C Xã Đàn,Đống Đa,9800000,131,Chợ dân sinh; Bến xe buýt; Bãi đỗ xe ô tô
ff047a50-00ea-4272-8dac-bdda9e8b2136,402D Âu Cơ,Tây Hồ,2600000,81,Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym; Khu vui chơi trẻ em
486e6a22-dd46-414a-b6fe-072ef1df7b91,246A Định Công,Hoàng Mai,4400000,39,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt
be4d1a38-da85-47c4-8ba5-b85efe13ae70,355D Trần Khát Chân,Hai Bà Trưng,13100000,90,Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
b9fab16d-bbdb-48ac-a834-51a18b457a0a,508B Chùa Bộc,Đống Đa,9400000,114,Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym
a7495953-e6b0-4f44-aae7-a080bc5988e4,89D Đại Mỗ,Nam Từ Liêm,10200000,72,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Rạp chiếu phim; Sân tennis
ed470395-52f9-4f78-840a-170ace86f0b0,328C Yên Nghĩa,Hà Đông,4300000,27,Công viên; Bệnh viện
8230fa01-2431-4d27-8f8f-4e31c7f427d5,278B Nguyễn Văn Cừ,Long Biên,5500000,24,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Phòng gym
72b55a45-2f89-41ed-b600-b3988c5399ad,659A Xuân Đỉnh,Bắc Từ Liêm,8600000,90,Công viên; Bệnh viện; Trung tâm thương mại; Sân tennis
1f4465cf-4ed6-4e2d-823a-49cb2b788bcf,727E Trần Duy Hưng,Cầu Giấy,11600000,144,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô
e845e9bd-ac3c-45ad-b8eb-c07be9c34086,58D Quang Trung,Hà Đông,9300000,118,Trường học; Siêu thị
09f55405-7be0-4416-af97-8ba664534aa7,44D Nguyễn Trãi,Thanh Xuân,10900000,37,Siêu thị; Bến xe buýt; Công viên; Khu vui chơi trẻ em; Sân tennis
7c4bce8e-a1d7-4aeb-9775-39663b66b29f,649D Xuân Đỉnh,Bắc Từ Liêm,9100000,93,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
0f6482bf-8b4a-4d23-8312-9c48569437f3,164E Xã Đàn,Đống Đa,10400000,51,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện
086312d7-6884-4f50-928c-6b741057a5c8,86B Kim Ngưu,Hai Bà Trưng,15800000,123,Trường học; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
24ff956e-cdae-4868-8875-72077dc76158,209A Hàng Bông,Hoàn Kiếm,10900000,41,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Trung tâm thương mại; Rạp chiếu phim
d22c6e15-fb74-4c69-a773-3182fa411cd4,860B Sài Đồng,Long Biên,5900000,20,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
9d7049ee-926e-4262-a2be-d377c6f97d88,424D Văn Quán,Hà Đông,3700000,54,Chợ dân sinh; Trường học; Sân tennis
08f2014a-b66e-4d11-af48-2e71c3ccf11f,167E Văn Quán,Hà Đông,2700000,25,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện
7bb673e7-4c65-465d-8b46-74a8cd429752,540A Mộ Lao,Hà Đông,7700000,73,Chợ dân sinh; Trường học; Bến xe buýt; Phòng gym
7d25dd6e-fadf-490d-8ea4-5b3ea330bf72,490D Trần Khát Chân,Hai Bà Trưng,8700000,23,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bể bơi
9b835827-e3a3-4a78-888d-e1357a10e6e6,722C Khương Trung,Thanh Xuân,6300000,52,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi
c04d7cea-4314-4417-8bee-b9d65da604a4,580B Đông Ngạc,Bắc Từ Liêm,7700000,77,Trường học; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi; Sân tennis
a998cb14-0fb6-4d6d-a971-97db62aeea86,882A Bạch Mai,Hai Bà Trưng,11100000,96,Chợ dân sinh; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Bể bơi
f55bad86-4167-48a8-a34e-fd324ffe807d,696B Đông Ngạc,Bắc Từ Liêm,5500000,47,Chợ dân sinh; Siêu thị; Rạp chiếu phim
15fc4632-281c-4a5a-93fa-656afe67b46f,469A Định Công,Hoàng Mai,2400000,57,Siêu thị; Bến xe buýt
f0ca655b-f75b-4567-84fd-485c77bab912,997D Chùa Bộc,Đống Đa,8000000,85,Chợ dân sinh; Trường học; Công viên; Bể bơi
38c4c5fc-237a-4d97-b942-583bb48eb131,327C Đội Cấn,Ba Đình,7200000,86,Chợ dân sinh; Trường học; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
8d5238e7-df68-42cb-9723-f0c38482af14,231D Hàng Bông,Hoàn Kiếm,3900000,67,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Rạp chiếu phim; Sân tennis
475fd169-fc92-4517-91d0-f56d6be2fedb,877C Xã Đàn,Đống Đa,3700000,20,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
a000693a-83c1-4e52-a9b6-e2565445507a,759B Cổ Nhuế,Bắc Từ Liêm,9100000,93,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Khu vui chơi trẻ em; Trung tâm thương mại
74b8a9fc-c439-4585-9d8c-4c4f40910e04,471C Văn Quán,Hà Đông,2700000,36,Chợ dân sinh; Bệnh viện; Phòng gym; Khu vui chơi trẻ em
63d6b847-1e7f-4ec1-89b3-19d174fa1099,261B Quang Trung,Hà Đông,3100000,63,Chợ dân sinh; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym
a43ae486-eb4f-4dab-874d-e97dfbbc0477,977D Ngọc Lâm,Long Biên,4000000,48,Bến xe buýt
9d80d677-256f-436a-871a-b0e0427bad5d,132B Việt Hưng,Long Biên,13600000,90,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim; Sân tennis
c733d0df-0cd5-4d74-9884-2280d6d9fe73,170B Sài Đồng,Long Biên,8000000,81,Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Rạp chiếu phim
9984ea3c-cefd-468b-9d8e-379aa9c1dc64,711D Xuân Đỉnh,Bắc Từ Liêm,2700000,94,Chợ dân sinh; Công viên; Khu vui chơi trẻ em
1dd7f6d5-1fc6-45ae-a3e2-1bfbea3f9b7e,839E Phạm Hùng,Nam Từ Liêm,11000000,108,Siêu thị; Công viên; Trung tâm thương mại; Sân tennis
13240e21-c378-4bbe-9aca-d838a24d39dc,191D Liễu Giai,Ba Đình,7900000,66,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô
a2871a57-0f70-405c-ae69-1c45f29553b7,906E Việt Hưng,Long Biên,4500000,49,Siêu thị; Bến xe buýt; Phòng gym
5d709a95-6012-4f11-9c61-6aa8a5462263,488D Mỹ Đình,Nam Từ Liêm,2700000,57,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Rạp chiếu phim
0e97a2e6-5b29-43f5-b203-1cad251e3c97,622E Minh Khai,Hai Bà Trưng,11500000,101,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Bể bơi; Rạp chiếu phim; Sân tennis
d0dc9824-37a7-4567-997f-5903c05287b7,297A Minh Khai,Hai Bà Trưng,7700000,76,Trường học; Bến xe buýt; Công viên; Bệnh viện; Bể bơi; Rạp chiếu phim
693fc7be-6a1b-4b9f-b836-a83e14d9aec7,80B Trần Khát Chân,Hai Bà Trưng,10800000,76,Chợ dân sinh; Trường học; Công viên; Bệnh viện; Phòng gym; Bể bơi; Rạp chiếu phim
2f59e1f0-9a80-41da-9fa9-c1f0a43fd4d7,832D Giáp Bát,Hoàng Mai,11400000,144,Trường học; Siêu thị; Trung tâm thương mại; Bể bơi; Sân tennis
6d711fbc-ec86-439f-bfa5-705dd55ed9f8,611C Bạch Mai,Hai Bà Trưng,12800000,151,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại
042351fd-1444-4b41-87d4-2d85d8c76a84,724E Tân Mai,Hoàng Mai,1300000,31,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt
18eb16bd-9c2c-4c50-83a2-819ca7a292cf,823A Chùa Bộc,Đống Đa,6800000,55,Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô
aedcd345-2c0b-4935-802b-282b6b2e46f6,641D Định Công,Hoàng Mai,7700000,78,Trường học; Bến xe buýt; Khu vui chơi trẻ em; Rạp chiếu phim; Sân tennis
31cb0930-61c7-4bfd-ab02-560325f8d7c5,837E Chùa Bộc,Đống Đa,11700000,139,Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Rạp chiếu phim
9a4d62fd-7d03-4d08-8791-a5c4b71fc28d,866A Nguyễn Tuân,Thanh Xuân,11700000,125,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
e39f3b03-f444-43d4-9fb9-cf1905faf26b,456A Mỹ Đình,Nam Từ Liêm,2900000,59,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Trung tâm thương mại; Bể bơi
0eb644b4-21d3-426e-b9b1-2248c364de08,862D Giáp Bát,Hoàng Mai,8800000,97,Chợ dân sinh; Trường học; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
4ea508c9-fd88-4d76-91a7-3873737d9414,51B Dịch Vọng Hậu,Cầu Giấy,11800000,89,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Sân tennis
8f1c7685-92f8-430c-b4cb-851096b5a633,577A Kim Ngưu,Hai Bà Trưng,4700000,84,Chợ dân sinh; Bến xe buýt; Công viên
1f12449e-299b-451a-b631-777672b8dba0,444E Dịch Vọng Hậu,Cầu Giấy,11400000,114,Chợ dân sinh; Trường học; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Rạp chiếu phim
db3876d1-1f8e-40b4-a0cb-93e2d0210f3c,34D Xã Đàn,Đống Đa,2100000,20,Chợ dân sinh; Trường học; Trung tâm thương mại
9c9e3287-08e6-43e7-adf7-0de0ae83aa7a,465C Việt Hưng,Long Biên,5600000,79,Chợ dân sinh; Trường học; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Bể bơi
2310a785-6b6e-4d24-b0a7-5800f6670884,134B Quang Trung,Hà Đông,5500000,85,Trường học; Công viên; Bệnh viện; Khu vui chơi trẻ em
00024b83-09f7-4fee-901d-dbb3711de60a,674A Lê Đức Thọ,Nam Từ Liêm,5300000,71,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện
2a3049e3-5738-4bcb-a17b-c91025f5d2ab,646D Minh Khai,Hai Bà Trưng,2900000,39,Bệnh viện; Khu vui chơi trẻ em
975b17d5-c17e-4f04-8dda-6f969faa1bbf,102C Linh Đàm,Hoàng Mai,10500000,128,Trường học; Bến xe buýt; Công viên
0cc648c3-b390-40c2-b703-754b948f9476,76C Văn Quán,Hà Đông,2800000,59,Chợ dân sinh; Trường học; Bến xe buýt
b8bdd317-5154-49cd-97d5-48cd07aedd68,228B Nguyễn Thái Học,Ba Đình,13800000,114,Trường học; Siêu thị; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
19fbfef3-3986-46be-9f4f-1e1bba0ab92a,92A Mộ Lao,Hà Đông,4200000,20,Trường học; Sân tennis
9bb4312a-335f-4e26-93ed-98fd3d7ecc97,572D Văn Quán,Hà Đông,8900000,70,Chợ dân sinh; Trường học; Siêu thị; Bãi đỗ xe ô tô; Bể bơi
37ab89de-0a20-4853-b8b6-7e7fa5b32d74,930C Xuân Diệu,Tây Hồ,4200000,90,Chợ dân sinh; Bến xe buýt
bd027d3c-e23c-4c47-addb-1419b7ae2d7c,137B Hàng Bông,Hoàn Kiếm,1800000,20,Chợ dân sinh
aa169919-d9ad-460f-97d3-b66b45006cf2,862C Trần Khát Chân,Hai Bà Trưng,3800000,87,Chợ dân sinh; Trường học; Công viên; Phòng gym
20aea036-6e29-44db-a25f-1454826c6530,455A Linh Đàm,Hoàng Mai,9000000,80,Chợ dân sinh; Trường học; Bến xe buýt; Khu vui chơi trẻ em; Trung tâm thương mại
4f7d9d06-342b-43fc-bbac-b51e4969700a,834D Đông Ngạc,Bắc Từ Liêm,8900000,79,Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bể bơi
e3c44213-45ec-4d53-a9b2-2826829f48e9,58A Âu Cơ,Tây Hồ,4100000,20,Trường học
e4f2c5d1-4999-4012-bff3-8179e5a2bda4,33C Xuân Thủy,Cầu Giấy,1800000,64,Chợ dân sinh; Bến xe buýt; Bệnh viện
f471b9af-88b5-47b9-9ccb-3ead176a314a,822D Trần Duy Hưng,Cầu Giấy,3900000,59,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô
f72a1e48-a584-4c2d-875b-c295962098d1,34B Tây Sơn,Đống Đa,12900000,92,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
32aa67db-d2d8-42f0-9323-867aa0323dce,483D Dịch Vọng Hậu,Cầu Giấy,8600000,54,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Sân tennis
6536f50c-45d0-4c19-bada-2f324177629b,65D Kim Ngưu,Hai Bà Trưng,13200000,93,Chợ dân sinh; Siêu thị; Phòng gym; Rạp chiếu phim
1b00ea38-c6d0-492d-84fe-f494c86b7dc1,745A Âu Cơ,Tây Hồ,5500000,73,Trường học; Bến xe buýt; Khu vui chơi trẻ em; Trung tâm thương mại
9aa4ec21-8a56-4a51-876e-43e4280c25d6,54E Trần Duy Hưng,Cầu Giấy,14200000,181,Trường học; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Sân tennis
9683b252-5c1c-4a17-a220-80535423f381,861D Chùa Bộc,Đống Đa,13300000,162,Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
68328b7e-aa86-44a1-96d9-9ebc59dc12ab,383E Minh Khai,Hai Bà Trưng,7600000,40,Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện
d86f9264-ce4d-42d4-bb2a-726ca49a33b5,144C Chùa Bộc,Đống Đa,9500000,95,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Phòng gym; Khu vui chơi trẻ em
f7747599-0403-4173-88e5-6ac4d0e63b43,624C Kim Ngưu,Hai Bà Trưng,3100000,52,Bến xe buýt; Khu vui chơi trẻ em
18cc4b36-2d29-40e0-a7cf-b6d467ed92c5,726B Đông Ngạc,Bắc Từ Liêm,4200000,65,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym
05e5fb39-9e61-45d9-b8d3-970fbadebc3e,828D Minh Khai,Hai Bà Trưng,13300000,120,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Sân tennis
85960bb7-728f-479c-8c3d-88b73c4c1853,540C Nguyễn Khánh Toàn,Cầu Giấy,13900000,132,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
752e8ff6-20de-4a33-b1bc-50f23cda64c1,918A Kim Ngưu,Hai Bà Trưng,8700000,103,Trường học; Siêu thị; Công viên; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
0fa87e9f-66a6-4293-b93b-359edda749ab,954E Trần Hưng Đạo,Hoàn Kiếm,11900000,104,Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
13f3fff0-c732-4c66-ab94-441599bcbf46,627B Linh Đàm,Hoàng Mai,12100000,82,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Phòng gym; Trung tâm thương mại; Bể bơi
80ace419-0c16-4c1c-ac79-6a86ea4e825f,346B Ngọc Lâm,Long Biên,7600000,82,Chợ dân sinh; Bến xe buýt; Công viên
270908af-7daf-453e-a0aa-0373e97160f5,549B Giáp Bát,Hoàng Mai,7200000,59,Chợ dân sinh; Siêu thị; Bến xe buýt; Phòng gym
1ec164db-fe4b-46af-8cd7-6f5b6f38fd0f,760E Xã Đàn,Đống Đa,10400000,91,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Phòng gym
5e967093-1788-4c4f-bf32-894030b6f5c4,91D Ngọc Lâm,Long Biên,1800000,58,Trường học; Bến xe buýt
8b23f417-361c-4ce6-9d24-5419f6fa6220,800E Việt Hưng,Long Biên,7400000,89,Chợ dân sinh; Trường học; Siêu thị; Bãi đỗ xe ô tô; Trung tâm thương mại; Sân tennis
ca7925c0-af5c-41ee-94fe-c1cdcc9cddf5,657E Phạm Hùng,Nam Từ Liêm,9700000,95,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Rạp chiếu phim
b6e11b4d-5947-4187-9257-08fb067c6edb,615C Trần Khát Chân,Hai Bà Trưng,12100000,93,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Sân tennis
140d78f0-f9e1-4db9-8d96-06b3ae181640,319B Phạm Văn Đồng,Bắc Từ Liêm,2900000,44,Chợ dân sinh; Siêu thị; Bến xe buýt; Rạp chiếu phim
c819c1d4-f60f-4535-9c6c-a4cf728bba65,33E Bạch Mai,Hai Bà Trưng,3900000,65,Trường học; Bến xe buýt; Phòng gym
6145b1ab-4738-4270-a368-9176df3b691b,998C Yên Nghĩa,Hà Đông,7900000,63,Trường học; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Trung tâm thương mại; Bể bơi; Sân tennis
995ca25d-9136-4640-bd75-b08b39367aa0,32B Đại Mỗ,Nam Từ Liêm,10200000,120,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại; Rạp chiếu phim; Sân tennis
